dataset,fold_id,method,classifier_accuracy,autoencoder_loss,best_lr,proximity,validity,lof_score,relative_proximity,compactness,pred_margin_weight,step_weight_type,threshold_tau
TwoLeadECG,2,1dCNN autoencoder,0.982905982905983,0.00011862044630106539,0.0001,0.16220663851476658,1.0,0.28,0.6469044527718893,0.5339024390243903,0.5,local,0.6
TwoLeadECG,2,LSTM autoencoder,0.982905982905983,0.005427633412182331,0.0001,0.8133906546704521,1.0,1.0,3.243924177008675,0.1795121951219512,0.5,local,0.6
TwoLeadECG,2,No autoencoder,0.982905982905983,0,0.0001,0.08308712799474093,0.98,0.3,0.3313639537812918,0.8158536585365853,0.5,local,0.6
TwoLeadECG,3,1dCNN autoencoder,0.9956896551724138,0.0001453538570785895,0.0001,0.16627277133545781,0.98,0.34,0.7065774856464042,0.5597560975609757,0.5,local,0.6
TwoLeadECG,3,LSTM autoencoder,0.9956896551724138,0.0043758125975728035,0.0001,0.5450128312667192,1.0,1.0,2.3160364313922086,0.19853658536585367,0.5,local,0.6
TwoLeadECG,3,No autoencoder,0.9956896551724138,0,0.0001,0.06992490959777874,0.98,0.36,0.2971464684856339,0.8229268292682926,0.5,local,0.6
TwoLeadECG,4,1dCNN autoencoder,1.0,0.00018063616880681366,0.0001,0.17186056203917002,0.78,0.44,0.7010667868695489,0.6158536585365854,0.5,local,0.6
TwoLeadECG,4,LSTM autoencoder,1.0,0.004404156934469938,0.0001,0.5712590029916583,0.88,1.0,2.330323542212,0.22146341463414634,0.5,local,0.6
TwoLeadECG,4,No autoencoder,1.0,0,0.0001,0.08439239592385667,1.0,0.36,0.34425993459206966,0.7963414634146342,0.5,local,0.6
TwoLeadECG,5,1dCNN autoencoder,0.9956896551724138,8.87543719727546e-05,0.0001,0.15386463274786874,1.0,0.22,0.6173887253737106,0.5560975609756098,0.5,local,0.6
TwoLeadECG,5,LSTM autoencoder,0.9956896551724138,0.005789665970951319,0.0001,0.5653724114869855,1.0,1.0,2.268582105293758,0.21195121951219512,0.5,local,0.6
TwoLeadECG,5,No autoencoder,0.9956896551724138,0,0.0001,0.08238840444288988,1.0,0.24,0.3305871602600247,0.6131707317073171,0.5,local,0.6
TwoLeadECG,1,1dCNN autoencoder,0.9914529914529915,0.00019447326485533267,0.0001,0.1941698033913581,1.0,0.28,0.9217494531694839,0.5158536585365854,0.5,local,0.7
TwoLeadECG,1,LSTM autoencoder,0.9914529914529915,0.004377539735287428,0.0001,0.5285189427053997,1.0,1.0,2.508948548742766,0.2178048780487805,0.5,local,0.7
TwoLeadECG,1,No autoencoder,0.9914529914529915,0,0.0001,0.08667830288908616,1.0,0.18,0.4114732409170787,0.5360975609756098,0.5,local,0.7
TwoLeadECG,2,1dCNN autoencoder,0.982905982905983,0.00011862044630106539,0.0001,0.21341250536560213,1.0,0.24,0.8511211456098612,0.45365853658536587,0.5,local,0.7
TwoLeadECG,2,LSTM autoencoder,0.982905982905983,0.005427469965070486,0.0001,0.8001710166079455,1.0,1.0,3.191202273608341,0.1770731707317073,0.5,local,0.7
TwoLeadECG,2,No autoencoder,0.982905982905983,0,0.0001,0.0891326383272342,0.98,0.3,0.35547435757966855,0.7624390243902439,0.5,local,0.7
TwoLeadECG,3,1dCNN autoencoder,0.9956896551724138,0.0001453538570785895,0.0001,0.20211453249063782,0.98,0.4,0.8588873393570429,0.4748780487804878,0.5,local,0.7
TwoLeadECG,3,LSTM autoencoder,0.9956896551724138,0.004375821445137262,0.0001,0.5521362020210576,1.0,1.0,2.346307252985559,0.1978048780487805,0.5,local,0.7
TwoLeadECG,3,No autoencoder,0.9956896551724138,0,0.0001,0.07661671164272123,0.98,0.38,0.3255833353603645,0.8021951219512196,0.5,local,0.7
TwoLeadECG,4,1dCNN autoencoder,1.0,0.00018063616880681366,0.0001,0.19643325723864627,0.78,0.44,0.8013056099236432,0.54,0.5,local,0.7
TwoLeadECG,4,LSTM autoencoder,1.0,0.0044041527435183525,0.0001,0.5521677255315188,0.88,1.0,2.2524449388407133,0.22682926829268293,0.5,local,0.7
TwoLeadECG,4,No autoencoder,1.0,0,0.0001,0.0895362084866065,1.0,0.36,0.3652429693432557,0.7773170731707317,0.5,local,0.7
TwoLeadECG,5,1dCNN autoencoder,0.9956896551724138,8.87543719727546e-05,0.0001,0.18043200835119014,1.0,0.26,0.723991509050042,0.4973170731707317,0.5,local,0.7
TwoLeadECG,5,LSTM autoencoder,0.9956896551724138,0.005789667367935181,0.0001,0.5943285975304031,1.0,1.0,2.3847700977762427,0.20390243902439023,0.5,local,0.7
TwoLeadECG,5,No autoencoder,0.9956896551724138,0,0.0001,0.09403835263949781,1.0,0.24,0.3773330988121261,0.5280487804878049,0.5,local,0.7
TwoLeadECG,1,1dCNN autoencoder,0.9914529914529915,0.00019447326485533267,0.0001,0.22907637100514433,1.0,0.38,1.0874554952422606,0.4607317073170732,0.5,local,0.8
TwoLeadECG,1,LSTM autoencoder,0.9914529914529915,0.004377544391900301,0.0001,0.549798211743378,1.0,1.0,2.6099640220914697,0.22195121951219512,0.5,local,0.8
TwoLeadECG,1,No autoencoder,0.9914529914529915,0,0.0001,0.09855732996781251,1.0,0.18,0.46786453617905266,0.4348780487804878,0.5,local,0.8
TwoLeadECG,2,1dCNN autoencoder,0.982905982905983,0.00011862044630106539,0.0001,0.2560185297106541,1.0,0.34,1.0210403740464487,0.3648780487804878,0.5,local,0.8
TwoLeadECG,2,LSTM autoencoder,0.982905982905983,0.005427480675280094,0.0001,0.802250929173136,1.0,1.0,3.199497277512731,0.17390243902439023,0.5,local,0.8
TwoLeadECG,2,No autoencoder,0.982905982905983,0,0.0001,0.10165177315193792,0.98,0.3,0.405402548787547,0.5934146341463414,0.5,local,0.8
TwoLeadECG,3,1dCNN autoencoder,0.9956896551724138,0.0001453538570785895,0.0001,0.23284787039317778,1.0,0.42,0.9894889071680872,0.38365853658536586,0.5,local,0.8
TwoLeadECG,3,LSTM autoencoder,0.9956896551724138,0.004375793971121311,0.0001,0.5605703501807318,1.0,1.0,2.382148233756901,0.19219512195121952,0.5,local,0.8
TwoLeadECG,3,No autoencoder,0.9956896551724138,0,0.0001,0.09332186889523644,0.98,0.36,0.3965720361200113,0.7251219512195122,0.5,local,0.8
TwoLeadECG,4,1dCNN autoencoder,1.0,0.00018063616880681366,0.0001,0.22196930485895794,0.82,0.44,0.9054742140647112,0.4624390243902439,0.5,local,0.8
TwoLeadECG,4,LSTM autoencoder,1.0,0.004404151812195778,0.0001,0.5306433787292748,0.88,1.0,2.164641172385697,0.23878048780487804,0.5,local,0.8
TwoLeadECG,4,No autoencoder,1.0,0,0.0001,0.10621100904761929,1.0,0.34,0.4332640947968974,0.6751219512195122,0.5,local,0.8
TwoLeadECG,5,1dCNN autoencoder,0.9956896551724138,8.87543719727546e-05,0.0001,0.2299690145779444,1.0,0.3,0.9227609636477165,0.4268292682926829,0.5,local,0.8
